,word,state
8700,",",O
8701,and,O
8702,Arfeen,B-NP
8703,International,I-NP
8704,",",O
8705,Pakistan,B-NP
8706,.,O
8707,Nil,Nil
8708,The,B-NP
8709,loans,I-NP
8710,can,B-VP
8711,be,I-VP
8712,for,B-PP
8713,accessory,B-NP
8714,apartments,I-NP
8715,",",O
8716,for,B-PP
8717,cottages,B-NP
8718,built,B-VP
8719,in,B-PP
8720,a,B-NP
8721,relative,I-NP
8722,Nil,Nil
8723,'s,B-NP
8724,yard,I-NP
8725,",",O
8726,for,B-PP
8727,home-sharing,B-NP
8728,or,B-PP
8729,for,B-PP
8730,sale-lease-back,B-NP
8731,transactions,I-NP
8732,.,O
8733,Nil,Nil
8734,NAS,B-NP
8735,is,B-VP
8736,National,B-NP
8737,Advanced,I-NP
8738,Systems,I-NP
8739,",",O
8740,CDC,B-NP
8741,--,O
8742,Control,B-NP
8743,Data,I-NP
8744,Corp.,I-NP
8745,",",B-NP
8746,Bull,I-NP
8747,NH,I-NP
8748,Information,I-NP
8749,Systems,I-NP
8750,Inc,I-NP
8751,.,O
8752,Nil,Nil
8753,Before,B-SBAR
8754,Nil,Nil
8755,American,B-NP
8756,foreign,I-NP
8757,policy,I-NP
8758,set,B-VP
8759,out,B-PRT
8760,to,B-VP
8761,destroy,I-VP
8762,Noriega,B-NP
8763,",",O
8764,it,B-NP
8765,helped,B-VP
8766,create,I-VP
8767,him,B-NP
8768,out,B-PP
8769,of,B-PP
8770,the,B-NP
8771,crucible,I-NP
8772,of,B-PP
8773,Panama,B-NP
8774,'s,B-NP
8775,long,I-NP
8776,history,I-NP
8777,of,B-PP
8778,conspirators,B-NP
8779,and,I-NP
8780,Nil,Nil
8781,pirates,I-NP
8782,.,O
8783,Nil,Nil
8784,The,B-NP
8785,secretary,I-NP
8786,would,B-VP
8787,be,I-VP
8788,required,I-VP
8789,to,I-VP
8790,block,I-VP
8791,an,B-NP
8792,Nil,Nil
8793,acquisition,I-NP
8794,if,B-SBAR
8795,he,B-NP
8796,concluded,B-VP
8797,that,B-SBAR
8798,it,B-NP
8799,would,B-VP
8800,so,I-VP
8801,weaken,I-VP
8802,an,B-NP
8803,airline,I-NP
8804,financially,B-ADVP
8805,that,B-SBAR
8806,it,B-NP
8807,would,B-VP
8808,hurt,I-VP
8809,safety,B-NP
8810,or,O
8811,reduce,B-VP
8812,the,B-NP
8813,Nil,Nil
8814,carrier,I-NP
8815,'s,B-NP
8816,ability,I-NP
8817,to,B-VP
8818,compete,I-VP
8819,",",O
8820,or,O
8821,if,B-SBAR
8822,it,B-NP
8823,gave,B-VP
8824,control,B-NP
8825,to,B-PP
8826,a,B-NP
8827,foreign,I-NP
8828,interest,I-NP
8829,.,O
8830,Nil,Nil
8831,In,B-PP
8832,New,B-NP
8833,York,I-NP
8834,",",O
8835,Nil,Nil
8836,Harris,B-NP
8837,Amhowitz,I-NP
8838,",",O
8839,general,B-NP
8840,counsel,I-NP
8841,of,B-PP
8842,Coopers,B-NP
8843,",",O
8844,said,B-VP
8845,Coopers,B-NP
8846,``,O
8847,was,B-VP
8848,aware,B-ADJP
8849,of,B-PP
8850,the,B-NP
8851,litigation,I-NP
8852,",",O
8853,'',O
8854,but,O
8855,he,B-NP
8856,declined,B-VP
8857,further,B-NP
8858,comment,I-NP
8859,.,O
8860,Nil,Nil
8861,Her,B-NP
8862,story,I-NP
8863,is,B-VP
8864,becoming,I-VP
8865,part,B-NP
8866,of,B-PP
8867,local,B-NP
8868,folklore,I-NP
8869,.,O
8870,Nil,Nil
8871,One,B-NP
8872,60-second,I-NP
8873,TV,I-NP
8874,spot,I-NP
8875,features,B-VP
8876,Nil,Nil
8877,a,B-NP
8878,diverse,I-NP
8879,group,I-NP
8880,of,B-PP
8881,skiers,B-NP
8882,gracefully,B-VP
8883,gliding,I-VP
8884,down,B-PP
8885,sun-drenched,B-NP
8886,slopes,I-NP
8887,:,O
8888,senior,B-NP
8889,citizens,I-NP
8890,",",O
8891,minorities,B-NP
8892,",",O
8893,families,B-NP
8894,with,B-PP
8895,children,B-NP
8896,--,B-NP
8897,even,I-NP
8898,a,B-NP
8899,blind,I-NP
8900,skier,I-NP
8901,.,O
8902,Nil,Nil
8903,``,O
8904,Every,B-NP
8905,time,I-NP
8906,you,B-NP
8907,thought,B-VP
8908,it,B-NP
8909,was,B-VP
8910,Nil,Nil
8911,going,I-VP
8912,into,B-PP
8913,a,B-NP
8914,rally,I-NP
8915,it,B-NP
8916,gave,B-VP
8917,up,B-PRT
8918,",",O
8919,and,O
8920,every,B-NP
8921,time,I-NP
8922,you,B-NP
8923,thought,B-VP
8924,it,B-NP
8925,would,B-VP
8926,rally,I-VP
8927,it,B-NP
8928,came,B-VP
8929,down,B-ADVP
8930,.,O
8931,Nil,Nil
8932,Thermal,B-NP
8933,paper,I-NP
8934,is,B-VP
8935,used,I-VP
8936,in,B-PP
8937,facsimile,B-NP
8938,machines,I-NP
8939,.,O
8940,Nil,Nil
8941,An,B-NP
8942,additional,I-NP
8943,500,I-NP
8944,million,I-NP
8945,marks,I-NP
8946,in,B-PP
8947,Nil,Nil
8948,credit-backing,B-NP
8949,was,B-VP
8950,promised,I-VP
8951,by,B-PP
8952,the,B-NP
8953,West,I-NP
8954,German,I-NP
8955,state,I-NP
8956,governments,I-NP
8957,of,B-PP
8958,Bavaria,B-NP
8959,and,I-NP
8960,Baden-Wuerttemberg,I-NP
8961,.,O
8962,Nil,Nil
8963,Randy,B-NP
8964,Delchamps,I-NP
8965,was,B-VP
8966,named,I-VP
8967,chairman,B-NP
8968,and,O
8969,chief,B-NP
8970,executive,I-NP
8971,officer,I-NP
8972,Nil,Nil
8973,of,B-PP
8974,this,B-NP
8975,grocery,I-NP
8976,chain,I-NP
8977,.,O
8978,Nil,Nil
8979,``,O
8980,It,B-NP
8981,may,B-VP
8982,not,I-VP
8983,be,I-VP
8984,weeks,B-NP
8985,or,I-NP
8986,months,I-NP
8987,",",O
8988,but,O
8989,they,B-NP
8990,are,B-VP
8991,Nil,Nil
8992,also,B-ADVP
8993,opportunistic,B-ADJP
8994,and,O
8995,if,B-SBAR
8996,they,B-NP
8997,feel,B-VP
8998,comfortable,B-ADJP
8999,",",O
9000,they,B-NP
9001,will,B-VP
9002,move,I-VP
9003,on,B-PP
9004,a,B-NP
9005,deal,I-NP
9006,",",O
9007,'',O
9008,he,B-NP
9009,said,B-VP
9010,.,O
9011,Nil,Nil
9012,Sens.,O
9013,John,O
9014,Glenn,O
9015,-LRB-,O
9016,D.,B-NP
9017,",",O
9018,Ohio,B-NP
9019,-RRB-,O
9020,",",O
9021,John,O
9022,McCain,O
9023,",",O
9024,-LRB-,O
9025,R.,B-NP
9026,",",O
9027,Ariz.,B-NP
9028,-RRB-,O
9029,and,B-NP
9030,Alan,I-NP
9031,Cranston,I-NP
9032,-LRB-,O
9033,D.,B-NP
9034,",",O
9035,Calif.,B-NP
9036,-RRB-,O
9037,also,B-ADVP
9038,received,B-VP
9039,substantial,B-NP
9040,contributions,I-NP
9041,from,B-PP
9042,Mr.,B-NP
9043,Keating,I-NP
9044,and,O
9045,sought,B-VP
9046,to,I-VP
9047,intervene,I-VP
9048,on,B-PP
9049,behalf,B-NP
9050,of,B-PP
9051,Lincoln,B-NP
9052,.,O
9053,Nil,Nil
9054,Nil,Nil
9055,As,B-PP
9056,a,B-NP
9057,result,I-NP
9058,",",O
9059,indexers,B-NP
9060,have,B-VP
9061,been,I-VP
9062,looking,I-VP
9063,for,B-PP
9064,ways,B-NP
9065,to,B-VP
9066,give,I-VP
9067,investors,B-NP
9068,something,B-NP
9069,more,B-ADJP
9070,than,B-PP
9071,the,B-NP
9072,average,I-NP
9073,for,B-PP
9074,their,B-NP
9075,money,I-NP
9076,.,O
9077,Nil,Nil
9078,The,B-NP
9079,trend,I-NP
9080,drove,B-VP
9081,up,B-ADVP
9082,the,B-NP
9083,aftertax,I-NP
9084,margin,I-NP
9085,Nil,Nil
9086,--,O
9087,net,B-NP
9088,income,I-NP
9089,as,B-PP
9090,a,B-NP
9091,percentage,I-NP
9092,of,B-PP
9093,revenues,B-NP
9094,--,O
9095,to,B-PP
9096,21.1,B-NP
9097,%,I-NP
9098,in,B-PP
9099,the,B-NP
9100,quarter,I-NP
9101,",",O
9102,compared,B-PP
9103,with,B-PP
9104,20.7,B-NP
9105,%,I-NP
9106,Nil,Nil
9107,a,B-NP
9108,year,I-NP
9109,earlier,B-ADVP
9110,.,O
9111,Nil,Nil
9112,Although,B-SBAR
9113,Digital,B-NP
9114,will,B-VP
9115,announce,I-VP
9116,a,B-NP
9117,full,I-NP
9118,family,I-NP
9119,of,B-PP
9120,mainframes,B-NP
9121,next,B-NP
9122,week,I-NP
9123,",",O
9124,it,B-NP
9125,is,B-VP
9126,n't,I-VP
9127,expected,I-VP
9128,to,I-VP
9129,Nil,Nil
9130,begin,I-VP
9131,shipping,I-VP
9132,in,B-PP
9133,volume,B-NP
9134,until,B-PP
9135,next,B-NP
9136,year,I-NP
9137,.,O
9138,Nil,Nil
9139,The,B-NP
9140,current,I-NP
9141,transaction,I-NP
9142,cost,B-VP
9143,the,B-NP
9144,bank,I-NP
9145,approximately,B-NP
9146,$,I-NP
9147,140,I-NP
9148,million,I-NP
9149,.,O
9150,Nil,Nil
9151,In,B-PP
9152,composite,B-NP
9153,trading,I-NP
9154,on,B-PP
9155,the,B-NP
9156,New,I-NP
9157,York,I-NP
9158,Stock,I-NP
9159,Exchange,I-NP
9160,",",O
9161,American,B-NP
9162,Brands,I-NP
9163,shares,I-NP
9164,rose,B-VP
9165,$,B-NP
9166,1.75,I-NP
9167,to,B-PP
9168,$,B-NP
9169,73,I-NP
9170,Nil,Nil
9171,.,O
9172,Nil,Nil
9173,Traditionally,B-ADVP
9174,",",O
9175,boiler,B-NP
9176,rooms,I-NP
9177,operate,B-VP
9178,on,B-PP
9179,the,B-NP
9180,cheap,I-NP
9181,",",O
9182,since,B-SBAR
9183,few,O
9184,",",O
9185,if,B-SBAR
9186,any,B-ADJP
9187,",",O
9188,customers,B-NP
9189,Nil,Nil
9190,ever,B-ADVP
9191,visit,B-VP
9192,their,B-NP
9193,offices,I-NP
9194,.,O
9195,Nil,Nil
9196,Jeffrey,B-NP
9197,Schaefer,I-NP
9198,",",O
9199,the,B-NP
9200,SIA,I-NP
9201,'s,B-NP
9202,research,I-NP
9203,director,I-NP
9204,",",O
9205,says,B-VP
9206,that,B-SBAR
9207,all,B-NP
9208,of,B-PP
9209,his,B-NP
9210,group,I-NP
9211,'s,B-NP
9212,retail-volume,I-NP
9213,statistics,I-NP
9214,could,B-VP
9215,be,I-VP
9216,overstated,I-VP
9217,by,B-PP
9218,Nil,Nil
9219,as,B-NP
9220,much,I-NP
9221,as,I-NP
9222,five,I-NP
9223,percentage,I-NP
9224,points,I-NP
9225,because,B-SBAR
9226,corporate,B-NP
9227,buy-backs,I-NP
9228,are,B-VP
9229,sometimes,I-VP
9230,inadvertently,I-VP
9231,included,I-VP
9232,in,B-PP
9233,Big,B-NP
9234,Board,I-NP
9235,data,I-NP
9236,Nil,Nil
9237,.,O
9238,Nil,Nil
9239,James,B-NP
9240,A.,I-NP
9241,Hagen,I-NP
9242,",",O
9243,chairman,B-NP
9244,and,O
9245,chief,B-NP
9246,executive,I-NP
9247,officer,I-NP
9248,",",O
9249,noted,B-VP
9250,that,B-SBAR
9251,earnings,B-NP
9252,advanced,B-VP
9253,Nil,Nil
9254,``,O
9255,in,B-PP
9256,the,B-NP
9257,face,I-NP
9258,of,B-PP
9259,a,B-NP
9260,drop,I-NP
9261,in,B-PP
9262,business,B-NP
9263,",",O
9264,brought,B-VP
9265,on,B-PRT
9266,by,B-PP
9267,the,B-NP
9268,general,I-NP
9269,economic,I-NP
9270,slowdown,I-NP
9271,.,O
9272,'',O
9273,Nil,Nil
9274,Mr.,B-NP
9275,Guber,I-NP
9276,and,O
9277,Mr.,B-NP
9278,Nil,Nil
9279,Peters,I-NP
9280,maintain,B-VP
9281,that,B-SBAR
9282,executives,B-NP
9283,at,B-PP
9284,Warner,B-NP
9285,have,B-VP
9286,Nil,Nil
9287,always,I-VP
9288,known,I-VP
9289,of,B-PP
9290,their,B-NP
9291,ambitions,I-NP
9292,to,B-VP
9293,run,I-VP
9294,a,B-NP
9295,major,I-NP
9296,entertainment,I-NP
9297,powerhouse,I-NP
9298,",",O
9299,but,O
9300,that,B-SBAR
9301,Warner,B-NP
9302,never,B-ADVP
9303,felt,B-VP
9304,threatened,I-VP
9305,until,B-SBAR
9306,they,B-NP
9307,linked,B-VP
9308,Nil,Nil
9309,up,B-PRT
9310,with,B-PP
9311,Sony,B-NP
9312,.,O
9313,Nil,Nil
9314,But,O
9315,there,B-NP
9316,were,B-VP
9317,also,B-ADVP
9318,rumors,B-NP
9319,yesterday,B-NP
9320,that,B-SBAR
9321,several,B-NP
9322,Japanese,I-NP
9323,institutional,I-NP
9324,investors,I-NP
9325,were,B-VP
9326,shifting,I-VP
9327,their,B-NP
9328,portfolios,I-NP
9329,and,O
9330,buying,B-VP
9331,long-term,B-NP
9332,bonds,I-NP
9333,while,B-SBAR
9334,selling,B-VP
9335,shorter-term,B-NP
9336,Treasurys,I-NP
9337,Nil,Nil
9338,.,O
9339,Nil,Nil
9340,The,B-NP
9341,key,I-NP
9342,will,B-VP
9343,be,I-VP
9344,whether,B-SBAR
9345,Arizona,B-NP
9346,real,I-NP
9347,estate,I-NP
9348,turns,B-VP
9349,Nil,Nil
9350,around,B-ADVP
9351,or,O
9352,at,B-VP
9353,least,I-VP
9354,stabilizes,I-VP
9355,",",O
9356,he,B-NP
9357,said,B-VP
9358,.,O
9359,Nil,Nil
9360,Other,B-NP
9361,projects,I-NP
9362,look,B-VP
9363,for,B-PP
9364,offenders,B-NP
9365,among,B-PP
9366,waiters,B-NP
9367,who,B-NP
9368,get,B-VP
9369,cash,B-NP
9370,tips,I-NP
9371,",",O
9372,people,B-NP
9373,who,B-NP
9374,engage,B-VP
9375,in,B-PP
9376,Nil,Nil
9377,large,B-NP
9378,cash,I-NP
9379,transactions,I-NP
9380,",",O
9381,and,O
9382,people,B-NP
9383,whose,B-NP
9384,returns,I-NP
9385,show,B-VP
9386,they,B-NP
9387,sold,B-VP
9388,a,B-NP
9389,home,I-NP
9390,for,B-PP
9391,a,B-NP
9392,profit,I-NP
9393,without,B-PP
9394,reinvesting,B-VP
9395,the,B-NP
9396,capital,I-NP
9397,gain,I-NP
9398,in,B-PP
9399,another,B-NP
9400,home,I-NP
9401,by,B-PP
9402,the,B-NP
9403,end,I-NP
9404,of,B-PP
9405,the,B-NP
9406,same,I-NP
9407,year,I-NP
9408,;,O
9409,the,B-NP
9410,gain,I-NP
9411,must,B-VP
9412,be,I-VP
9413,Nil,Nil
9414,rolled,I-VP
9415,over,B-PRT
9416,within,B-PP
9417,two,B-NP
9418,years,I-NP
9419,to,B-VP
9420,defer,I-VP
9421,tax,B-NP
9422,.,O
9423,Nil,Nil
9424,He,B-NP
9425,said,B-VP
9426,the,B-NP
9427,company,I-NP
9428,expects,B-VP
9429,to,I-VP
9430,be,I-VP
9431,``,O
9432,on,B-PP
9433,target,B-NP
9434,'',O
9435,with,B-PP
9436,Nil,Nil
9437,analysts,B-NP
9438,',B-NP
9439,projections,I-NP
9440,by,B-PP
9441,year,B-NP
9442,end,I-NP
9443,but,O
9444,conceded,B-VP
9445,that,B-SBAR
9446,the,B-NP
9447,fourth,I-NP
9448,quarter,I-NP
9449,represents,B-VP
9450,``,O
9451,a,B-NP
9452,significant,I-NP
9453,challenge,I-NP
9454,Nil,Nil
9455,.,O
9456,'',O
9457,Nil,Nil
9458,But,O
9459,Sotheby,B-NP
9460,'s,B-NP
9461,",",O
9462,Christie,B-NP
9463,'s,B-NP
9464,and,O
9465,the,B-NP
9466,National,I-NP
9467,Association,I-NP
9468,of,B-PP
9469,Antique,B-NP
9470,Dealers,I-NP
9471,are,B-VP
9472,still,I-VP
9473,trying,I-VP
9474,to,I-VP
9475,get,I-VP
9476,theirs,B-NP
9477,.,O
9478,Nil,Nil
9479,Outside,B-PP
9480,the,B-NP
9481,white-walled,I-NP
9482,headquarters,I-NP
9483,of,B-PP
9484,the,B-NP
9485,socalled,I-NP
9486,Society,I-NP
9487,of,B-PP
9488,Orange,B-NP
9489,Workers,I-NP
9490,",",O
9491,all,B-NP
9492,seems,B-VP
9493,normal,B-ADJP
9494,in,B-PP
9495,South,B-NP
9496,Africa,I-NP
9497,'s,B-NP
9498,abnormal,I-NP
9499,society,I-NP
9500,.,O
9501,Nil,Nil
9502,But,O
9503,other,B-NP
9504,analysts,I-NP
9505,contend,B-VP
9506,that,B-SBAR
9507,while,B-SBAR
9508,the,B-NP
9509,Nil,Nil
9510,Fed,I-NP
9511,'s,B-NP
9512,move,I-NP
9513,to,B-VP
9514,loosen,I-VP
9515,credit,B-NP
9516,has,B-VP
9517,n't,I-VP
9518,been,I-VP
9519,aggressive,B-ADJP
9520,",",O
9521,it,B-NP
9522,nevertheless,B-ADVP
9523,sends,B-VP
9524,a,B-NP
9525,clear,I-NP
9526,signal,I-NP
9527,that,B-SBAR
9528,",",O
9529,at,B-PP
9530,least,I-PP
9531,for,B-PP
9532,now,B-NP
9533,",",O
9534,the,B-NP
9535,Fed,I-NP
9536,has,B-VP
9537,relaxed,I-VP
9538,its,B-NP
9539,grip,I-NP
9540,on,B-PP
9541,credit,B-NP
9542,.,O
9543,Nil,Nil
9544,The,B-NP
9545,Nil,Nil
9546,announcement,I-NP
9547,",",O
9548,in,B-PP
9549,which,B-NP
9550,they,B-NP
9551,said,B-VP
9552,hostilities,B-NP
9553,had,B-VP
9554,ceased,I-VP
9555,",",O
9556,followed,B-VP
9557,a,B-NP
9558,two-day,I-NP
9559,meeting,I-NP
9560,in,B-PP
9561,Madrid,B-NP
9562,.,O
9563,Nil,Nil
9564,Manhattan,B-NP
9565,National,I-NP
9566,Corp.,I-NP
9567,said,B-VP
9568,Michael,B-NP
9569,Nil,Nil
9570,A.,I-NP
9571,Conway,I-NP
9572,",",O
9573,president,B-NP
9574,and,O
9575,chief,B-NP
9576,executive,I-NP
9577,officer,I-NP
9578,",",O
9579,was,B-VP
9580,elected,I-VP
9581,chief,B-NP
9582,executive,I-NP
9583,of,B-PP
9584,the,B-NP
9585,holding,I-NP
9586,company,I-NP
9587,'s,B-NP
9588,two,I-NP
9589,principal,I-NP
9590,insurance,I-NP
9591,subsidiaries,I-NP
9592,.,O
9593,Nil,Nil
9594,Asked,B-VP
9595,about,B-PP
9596,the,B-NP
9597,Nil,Nil
9598,consultants,I-NP
9599,',B-NP
9600,reports,I-NP
9601,",",O
9602,an,B-NP
9603,Eastern,I-NP
9604,spokeswoman,I-NP
9605,said,B-VP
9606,``,O
9607,we,B-NP
9608,totally,B-VP
9609,disagree,I-VP
9610,.,O
9611,'',O
9612,Nil,Nil
9613,Nil,Nil
9614,Aetna,B-NP
9615,and,O
9616,other,B-NP
9617,insurers,I-NP
9618,are,B-VP
9619,hiring,I-VP
9620,engineers,B-NP
9621,and,I-NP
9622,architects,I-NP
9623,to,B-VP
9624,help,I-VP
9625,them,B-NP
9626,assess,B-VP
9627,structural,B-NP
9628,damage,I-NP
9629,.,O
9630,Nil,Nil
9631,He,B-NP
9632,added,B-VP
9633,that,B-SBAR
9634,Petco,B-NP
9635,remained,B-VP
9636,in,B-PP
9637,compliance,B-NP
9638,with,B-PP
9639,all,B-NP
9640,Nil,Nil
9641,industry,I-NP
9642,capital,I-NP
9643,requirements,I-NP
9644,during,B-PP
9645,the,B-NP
9646,market,I-NP
9647,'s,B-NP
9648,rapid,I-NP
9649,plunge,I-NP
9650,Friday,B-NP
9651,and,O
9652,Monday,B-NP
9653,'s,B-NP
9654,rebound,I-NP
9655,.,O
9656,Nil,Nil
9657,Nil,Nil
9658,Broader,B-NP
9659,averages,I-NP
9660,also,B-ADVP
9661,posted,B-VP
9662,modest,B-NP
9663,gains,I-NP
9664,.,O
9665,Nil,Nil
9666,U.S.,B-NP
9667,official,I-NP
9668,reserve,I-NP
9669,assets,I-NP
9670,rose,B-VP
9671,$,B-NP
9672,6.05,I-NP
9673,billion,I-NP
9674,in,B-PP
9675,September,B-NP
9676,",",O
9677,Nil,Nil
9678,to,B-PP
9679,$,B-NP
9680,68.42,I-NP
9681,billion,I-NP
9682,",",O
9683,the,B-NP
9684,Treasury,I-NP
9685,Department,I-NP
9686,said,B-VP
9687,.,O
9688,Nil,Nil
9689,The,B-NP
9690,company,I-NP
9691,",",O
9692,which,B-NP
9693,last,B-NP
9694,month,I-NP
9695,paid,B-VP
9696,#,B-NP
9697,50.7,I-NP
9698,million,I-NP
9699,for,B-PP
9700,regional,B-NP
9701,British,I-NP
9702,brewer,I-NP
9703,Boddington,I-NP
9704,Group,I-NP
9705,PLC,I-NP
9706,",",O
9707,has,B-VP
9708,about,B-NP
9709,13,I-NP
9710,%,I-NP
9711,of,B-PP
9712,the,B-NP
9713,British,I-NP
9714,beer,I-NP
9715,market,I-NP
9716,.,O
9717,Nil,Nil
9718,And,O
9719,Nil,Nil
9720,",",O
9721,like,B-PP
9722,corporates,B-NP
9723,",",O
9724,many,B-NP
9725,municipal,I-NP
9726,bonds,I-NP
9727,are,B-VP
9728,callable,B-ADJP
9729,.,O
9730,Nil,Nil
9731,Died,B-VP
9732,:,O
9733,Nil,Nil
9734,Alfred,B-NP
9735,Hayes,I-NP
9736,",",O
9737,79,B-NP
9738,",",O
9739,former,B-NP
9740,president,I-NP
9741,of,B-PP
9742,the,B-NP
9743,Federal,I-NP
9744,Reserve,I-NP
9745,Bank,I-NP
9746,of,B-PP
9747,New,B-NP
9748,York,I-NP
9749,",",O
9750,Saturday,B-NP
9751,",",O
9752,in,B-PP
9753,New,B-NP
9754,Canaan,I-NP
9755,",",O
9756,Nil,Nil
9757,Conn,B-NP
9758,.,O
9759,Nil,Nil
9760,National,B-NP
9761,Semiconductor,I-NP
9762,Corp.,I-NP
9763,said,B-VP
9764,it,B-NP
9765,settled,B-VP
9766,a,B-NP
9767,four-year-old,I-NP
9768,patent,I-NP
9769,infringement,I-NP
9770,case,I-NP
9771,against,B-PP
9772,Linear,B-NP
9773,Technology,I-NP
9774,Corp.,I-NP
9775,by,B-PP
9776,accepting,B-VP
9777,a,B-NP
9778,$,I-NP
9779,3,I-NP
9780,million,I-NP
9781,payment,I-NP
9782,Nil,Nil
9783,from,B-PP
9784,Linear,B-NP
9785,in,B-PP
9786,exchange,B-NP
9787,for,B-PP
9788,granting,B-VP
9789,Linear,B-NP
9790,irrevocable,B-NP
9791,licenses,I-NP
9792,for,B-PP
9793,all,B-NP
9794,products,I-NP
9795,involved,B-VP
9796,.,O
9797,Nil,Nil
9798,SIERRA,B-NP
9799,TUCSON,I-NP
9800,Cos.,I-NP
9801,said,B-VP
9802,it,B-NP
9803,completed,B-VP
9804,its,B-NP
9805,initial,I-NP
9806,public,I-NP
9807,offering,I-NP
9808,of,B-PP
9809,2.5,B-NP
9810,million,I-NP
9811,common,I-NP
9812,shares,I-NP
9813,",",O
9814,which,B-NP
9815,raised,B-VP
9816,$,B-NP
9817,30,I-NP
9818,million,I-NP
9819,.,O
9820,Nil,Nil
9821,Mr.,B-NP
9822,Smale,I-NP
9823,Nil,Nil
9824,said,B-VP
9825,the,B-NP
9826,appointment,I-NP
9827,``,O
9828,recognizes,B-VP
9829,the,B-NP
9830,growing,I-NP
9831,influence,I-NP
9832,of,B-PP
9833,government,B-NP
9834,on,B-PP
9835,our,B-NP
9836,business,I-NP
9837,.,O
9838,'',O
9839,Nil,Nil
9840,Paramount,B-NP
9841,Domestic,I-NP
9842,TV,I-NP
9843,Nil,Nil
9844,and,O
9845,MCA,B-NP
9846,TV,I-NP
9847,formed,B-VP
9848,a,B-NP
9849,joint,I-NP
9850,venture,I-NP
9851,last,B-NP
9852,month,I-NP
9853,",",O
9854,named,B-VP
9855,Premier,B-NP
9856,Advertiser,I-NP
9857,Sales,I-NP
9858,",",O
9859,to,B-VP
9860,sell,I-VP
9861,advertising,B-NP
9862,in,B-PP
9863,programs,B-NP
9864,syndicated,B-VP
9865,by,B-PP
9866,both,B-NP
9867,companies,I-NP
9868,",",O
9869,Nil,Nil
9870,such,B-PP
9871,as,I-PP
9872,``,O
9873,Star,B-NP
9874,Trek,I-NP
9875,:,O
9876,the,B-NP
9877,Next,I-NP
9878,Generation,I-NP
9879,",",O
9880,'',O
9881,``,O
9882,Charles,B-NP
9883,in,B-PP
9884,Charge,B-NP
9885,'',O
9886,and,O
9887,``,O
9888,Friday,B-NP
9889,the,B-NP
9890,13th,I-NP
9891,:,O
9892,the,B-NP
9893,Nil,Nil
9894,Series,I-NP
9895,.,O
9896,'',O
9897,Nil,Nil
9898,Lotus,B-NP
9899,Development,I-NP
9900,Corp.,I-NP
9901,reported,B-VP
9902,a,B-NP
9903,surprisingly,I-NP
9904,strong,I-NP
9905,51,I-NP
9906,%,I-NP
9907,increase,I-NP
9908,in,B-PP
9909,third-quarter,B-NP
9910,net,I-NP
9911,Nil,Nil
9912,income,I-NP
9913,on,B-PP
9914,a,B-NP
9915,32,I-NP
9916,%,I-NP
9917,sales,I-NP
9918,gain,I-NP
9919,",",O
9920,buoyed,B-VP
9921,by,B-PP
9922,strong,B-NP
9923,demand,I-NP
9924,for,B-PP
9925,a,B-NP
9926,new,I-NP
9927,version,I-NP
9928,of,B-PP
9929,its,B-NP
9930,1-2-3,I-NP
9931,computer,I-NP
9932,spreadsheet,I-NP
9933,.,O
9934,Nil,Nil
9935,Investors,B-NP
9936,",",O
9937,for,B-PP
9938,instance,B-NP
9939,Nil,Nil
9940,",",O
9941,may,B-VP
9942,mistakenly,I-VP
9943,assume,I-VP
9944,that,B-SBAR
9945,the,B-NP
9946,bank,I-NP
9947,or,I-NP
9948,company,I-NP
9949,that,B-NP
9950,originally,B-ADVP
9951,held,B-VP
9952,the,B-NP
9953,assets,I-NP
9954,is,B-VP
9955,guaranteeing,I-VP
9956,the,B-NP
9957,securities,I-NP
9958,.,O
9959,Nil,Nil
9960,In,B-PP
9961,addition,B-NP
9962,Nil,Nil
9963,",",O
9964,another,B-NP
9965,major,I-NP
9966,building,I-NP
9967,tenant,I-NP
9968,",",O
9969,Thomson,B-NP
9970,McKinnon,I-NP
9971,Inc.,I-NP
9972,'s,B-NP
9973,Thomson,I-NP
9974,McKinnon,I-NP
9975,Securities,I-NP
9976,",",O
9977,Nil,Nil
9978,likely,B-ADVP
9979,will,B-VP
9980,vacate,I-VP
9981,the,B-NP
9982,premises,I-NP
9983,as,B-PP
9984,part,B-NP
9985,Nil,Nil
9986,of,B-PP
9987,its,B-NP
9988,liquidation,I-NP
9989,.,O
9990,Nil,Nil
9991,The,B-NP
9992,Nil,Nil
9993,independent-contractor,I-NP
9994,project,I-NP
9995,",",O
9996,which,B-NP
9997,began,B-VP
9998,in,B-PP
9999,1988,B-NP
10000,",",O
10001,involves,B-VP
10002,about,B-NP
10003,350,I-NP
10004,IRS,I-NP
10005,agents,I-NP
10006,.,O
10007,Nil,Nil
10008,Recovering,B-VP
10009,radiophonic,B-NP
10010,Nil,Nil
10011,sovereignty,I-NP
10012,was,B-VP
10013,the,B-NP
10014,purpose,I-NP
10015,of,B-PP
10016,Radio,B-NP
10017,Costa,I-NP
10018,Rica,I-NP
10019,",",O
10020,funded,B-VP
10021,by,B-PP
10022,the,B-NP
10023,U.S.,I-NP
10024,and,O
10025,affiliated,B-VP
10026,with,B-PP
10027,the,B-NP
10028,Voice,I-NP
10029,of,B-PP
10030,America,B-NP
10031,-LRB-,O
10032,VOA,B-NP
10033,-RRB-,O
10034,.,O
10035,Nil,Nil
10036,The,B-NP
10037,TVA,I-NP
